"uniprotkb_canonical_ac","status","gene_name","reviewed_isoforms","unreviewed_isoforms"
"Q8N2Z9-1","reviewed","CENPS","Q8N2Z9-1","K7ESB0-1"
"Q8N2Z9-1","reviewed","CENPS","Q8N2Z9-2","A0A087WT10-1"
"Q8N2Z9-1","reviewed","CENPS","Q8N2Z9-3","A0A0U1RQL5-1"
"P18089-1","reviewed","ADRA2B","P18089-1",""
"Q6ZNM6-1","reviewed","TEX43","Q6ZNM6-1",""
"Q6ZMK1-1","reviewed","CYHR1","Q6ZMK1-2","E9PJD7-1"
"Q6ZMK1-1","reviewed","CYHR1","Q6ZMK1-3","E9PN77-1"
"Q6ZMK1-1","reviewed","CYHR1","Q6ZMK1-4","E9PQ42-1"
"Q6ZMK1-1","reviewed","CYHR1","Q6ZMK1-1","E9PPA8-1"
"O43837-1","reviewed","IDH3B","O43837-2","A0A087WZN1-1"
"O43837-1","reviewed","IDH3B","O43837-3","A0A087X2E5-1"
"O43837-1","reviewed","IDH3B","O43837-1","A0A0D9SET9-1"
"O43837-1","reviewed","IDH3B","","A0A0D9SG66-1"
"O43830-1","reviewed","ZNF73","O43830-1",""
"Q8WVL7-1","reviewed","ANKRD49","Q8WVL7-1","F6R851-1"
"Q8WVL7-1","reviewed","ANKRD49","","F5H3B3-1"
"Q8WVL7-1","reviewed","ANKRD49","","F5H227-1"
"Q8WVL7-1","reviewed","ANKRD49","","F5H7L0-1"
"Q8WVL7-1","reviewed","ANKRD49","","F5GWD9-1"
"Q8NE18-1","reviewed","NSUN7","Q8NE18-1",""
"Q8NE18-1","reviewed","NSUN7","Q8NE18-2",""
"Q8NE18-1","reviewed","NSUN7","Q8NE18-3",""
"O60682-1","reviewed","MSC","O60682-1",""
"O60687-1","reviewed","SRPX2","O60687-1","A0A1W2PNZ6-1"
"O60687-1","reviewed","SRPX2","","A0A1W2PRB1-1"
"O60687-1","reviewed","SRPX2","","A0A1W2PR88-1"
"O60684-1","reviewed","KPNA6","O60684-1","S4R3E5-1"
"O60684-1","reviewed","KPNA6","","Q5TFJ7-1"
"O60688-1","reviewed","YPEL1","O60688-1","B5MCX2-1"
"Q8TEY7-1","reviewed","USP33","Q8TEY7-1","E9PP47-1"
"Q8TEY7-1","reviewed","USP33","Q8TEY7-2","H0YCV3-1"
"Q8TEY7-1","reviewed","USP33","Q8TEY7-3","H0YD08-1"
"Q8TEY7-1","reviewed","USP33","","E9PQP0-1"
"Q8TEY7-1","reviewed","USP33","","E9PLK7-1"
"Q8TB96-1","reviewed","ITFG1","Q8TB96-1","I3L1X7-1"
"Q8TB96-1","reviewed","ITFG1","","H3BUJ1-1"
"Q8TB96-1","reviewed","ITFG1","","F5GXC5-1"
"Q8TB96-1","reviewed","ITFG1","","H3BQ64-1"
"Q8TB92-1","reviewed","HMGCLL1","Q8TB92-1","B7Z4D4-1"
"Q8TB92-1","reviewed","HMGCLL1","Q8TB92-2","D6RHJ2-1"
"Q8TB92-1","reviewed","HMGCLL1","Q8TB92-4","G5E9S9-1"
"Q8TB92-1","reviewed","HMGCLL1","Q8TB92-5","B7Z212-1"
"Q9H040-1","reviewed","SPRTN","Q9H040-1","B1AKT1-1"
"Q9H040-1","reviewed","SPRTN","Q9H040-2",""
"Q9H040-1","reviewed","SPRTN","Q9H040-3",""
"Q5VW32-1","reviewed","BROX","Q5VW32-1","Q5VW33-1"
"Q5VW32-1","reviewed","BROX","Q5VW32-2","F5GXQ0-1"
"O75643-1","reviewed","SNRNP200","O75643-1","A0A494C1A5-1"
"O75643-1","reviewed","SNRNP200","O75643-2",""
"Q5VW38-1","reviewed","GPR107","Q5VW38-1","U3KQD2-1"
"Q5VW38-1","reviewed","GPR107","Q5VW38-2","G5E994-1"
"Q5VW38-1","reviewed","GPR107","Q5VW38-3",""
"O75648-1","reviewed","TRMU","O75648-1","Q2PPL5-1"
"O75648-1","reviewed","TRMU","O75648-2","A0A2R8Y4R7-1"
"O75648-1","reviewed","TRMU","O75648-3","A0A2R8Y6L6-1"
"O75648-1","reviewed","TRMU","O75648-4","A0A2R8YDK3-1"
"O75648-1","reviewed","TRMU","O75648-5","A0A2R8YFQ3-1"
"O75648-1","reviewed","TRMU","","B4DZN5-1"
"Q8NGV6-1","reviewed","OR5H6","Q8NGV6-1","A0A126GW86-1"
"Q8NGV7-1","reviewed","OR5H2","Q8NGV7-1","A0A2C9F2N2-1"
"Q8NGV5-1","reviewed","OR13D1","Q8NGV5-1","A0A286YF94-1"
"Q8NGV0-1","reviewed","OR2Y1","Q8NGV0-1",""
"A6NI03-1","reviewed","TRIM64B","A6NI03-1",""
"Q2M2I5-1","reviewed","KRT24","Q2M2I5-1",""
"Q2M2I3-1","reviewed","FAM83E","Q2M2I3-1","M0QZ37-1"
"Q2M2I8-1","reviewed","AAK1","Q2M2I8-1","E9PG46-1"
"Q2M2I8-1","reviewed","AAK1","Q2M2I8-2","A0A096LNZ0-1"
"Q2M2I8-1","reviewed","AAK1","","A0A096LP60-1"
"Q2M2I8-1","reviewed","AAK1","","A0A096LP25-1"
"A0A1B0GTZ2-1","reviewed","CCDC196","A0A1B0GTZ2-1","A0A1B0GTP3-1"
"A0A1B0GTZ2-1","reviewed","CCDC196","","A0A1B0GV15-1"
"A0A1B0GTZ2-1","reviewed","CCDC196","","A0A286YEX8-1"
"A0A1B0GTZ2-1","reviewed","CCDC196","","A0A286YFE0-1"
"A0A1B0GTZ2-1","reviewed","CCDC196","","A0A1B0GW51-1"
"A0A1B0GTZ2-1","reviewed","CCDC196","","A0A1B0GWI1-1"
"A0A1B0GTZ2-1","reviewed","CCDC196","","A0A1B0GVV6-1"
"Q9Y5V0-1","reviewed","ZNF706","Q9Y5V0-1","E5RHR6-1"
"Q9Y5V0-1","reviewed","ZNF706","","H0YAP1-1"
"Q9Y5V0-1","reviewed","ZNF706","","A0A1D5RMS7-1"
"Q9Y5V0-1","reviewed","ZNF706","","H0YC70-1"
"Q9Y5V0-1","reviewed","ZNF706","","E5RHV4-1"
"Q9Y5V0-1","reviewed","ZNF706","","E5RIY7-1"
"Q9Y5V3-1","reviewed","MAGED1","Q9Y5V3-1",""
"Q9Y5V3-1","reviewed","MAGED1","Q9Y5V3-2",""
"H3BQV1-1","unreviewed","","","H3BQV1-1"
"Q9ULS6-1","reviewed","KCNS2","Q9ULS6-1",""
"A6NJ69-1","reviewed","IGIP","A6NJ69-1",""
"Q9H0Q3-1","reviewed","FXYD6","Q9H0Q3-1","J3QKN1-1"
"Q9H0Q3-1","reviewed","FXYD6","Q9H0Q3-2","E9PHZ3-1"
"Q9H0Q3-1","reviewed","FXYD6","","E9PJ02-1"
"A6NK06-1","reviewed","ACOD1","A6NK06-1","H7C1Q4-1"
"A6NK02-1","reviewed","TRIM75P","A6NK02-1",""
"Q5VSR9-1","reviewed","SPANXN1","Q5VSR9-1",""
"Q6B0I6-1","reviewed","KDM4D","Q6B0I6-1",""
"Q9BQG1-1","reviewed","SYT3","Q9BQG1-1","M0QYH4-1"
"Q9BQG1-1","reviewed","SYT3","","M0QY70-1"
"P0DP74-1","reviewed","DEFB130A","P0DP74-1",""
"P0DP73-1","reviewed","DEFB130B","P0DP73-1",""
"P0DP72-1","reviewed","VSIG10L2","P0DP72-1","A0A1W2PP72-1"
"P09884-1","reviewed","POLA1","P09884-1","A6NMQ1-1"
"P09884-1","reviewed","POLA1","","A0A087WU64-1"
"Q9P2N4-3","reviewed","ADAMTS9","Q9P2N4-1",""
"Q9P2N4-3","reviewed","ADAMTS9","Q9P2N4-2",""
"Q9P2N4-3","reviewed","ADAMTS9","Q9P2N4-3",""
"Q9P2N4-3","reviewed","ADAMTS9","Q9P2N4-4",""
"A0A0J9YWU9-1","unreviewed","","","A0A0J9YWU9-1"
"Q7Z570-1","reviewed","ZNF804A","Q7Z570-1","A0A087X014-1"
"Q7Z572-1","reviewed","SPATA21","Q7Z572-2","H7C5T0-1"
"Q7Z572-1","reviewed","SPATA21","Q7Z572-1","Q5VXG6-1"
"Q9H0Q0-1","reviewed","FAM49A","Q9H0Q0-1","C9IYV6-1"
"Q9H0Q0-1","reviewed","FAM49A","","C9JPE5-1"
"Q58A44-1","reviewed","PCOTH","Q58A44-1",""
"Q9P2N5-1","reviewed","RBM27","Q9P2N5-1",""
"Q9BW04-1","reviewed","SARG","Q9BW04-1",""
"Q9BW04-1","reviewed","SARG","Q9BW04-2",""
"Q8TDN2-1","reviewed","KCNV2","Q8TDN2-1",""
"Q8TDN1-1","reviewed","KCNG4","Q8TDN1-1",""
"Q8TDN1-1","reviewed","KCNG4","Q8TDN1-2",""
"Q8TDN7-1","reviewed","ACER1","Q8TDN7-1",""
"P29597-1","reviewed","TYK2","P29597-1","E9PM19-1"
"P29597-1","reviewed","TYK2","","E9PQE9-1"
"P29597-1","reviewed","TYK2","","K7EJR6-1"
"P29597-1","reviewed","TYK2","","H0YCT7-1"
"P29597-1","reviewed","TYK2","","K7EM33-1"
"P29597-1","reviewed","TYK2","","E9PPF2-1"
"P29597-1","reviewed","TYK2","","E9PQL2-1"
"P29597-1","reviewed","TYK2","","H0YE41-1"
"P29597-1","reviewed","TYK2","","H0YE24-1"
"Q8TDN4-1","reviewed","CABLES1","Q8TDN4-1","V9GYB4-1"
"Q8TDN4-1","reviewed","CABLES1","Q8TDN4-2","J3QRY5-1"
"Q8TDN4-1","reviewed","CABLES1","Q8TDN4-3","A0A0G2JLG8-1"
"Q8TDN4-1","reviewed","CABLES1","Q8TDN4-4",""
"Q7L1S5-1","reviewed","CHST9","Q7L1S5-1",""
"Q7L1S5-1","reviewed","CHST9","Q7L1S5-2",""
"Q5QNW6-1","reviewed","HIST2H2BF","Q5QNW6-1",""
"Q5QNW6-1","reviewed","HIST2H2BF","Q5QNW6-2",""
"A0A1B0GUX0-1","reviewed","ATP6V1FNB","A0A1B0GUX0-1",""
"P51946-1","reviewed","CCNH","P51946-1","D6RHI7-1"
"P51946-1","reviewed","CCNH","","D6RG18-1"
"P51946-1","reviewed","CCNH","","A0A2R8Y4K6-1"
"P51946-1","reviewed","CCNH","","A0A2R8YEM2-1"
"P51948-1","reviewed","MNAT1","P51948-2","H0YJ92-1"
"P51948-1","reviewed","MNAT1","P51948-1","H0YJF2-1"
"Q9H2C5-1","reviewed","OR52A5","Q9H2C5-1",""
"Q9H2C2-1","reviewed","ARV1","Q9H2C2-1","A0A0A0MRI7-1"
"Q9H2C2-1","reviewed","ARV1","","H7C484-1"
"Q9H2C2-1","reviewed","ARV1","","F6QB42-1"
"Q9H2C2-1","reviewed","ARV1","","H7C0E7-1"
"Q9H2C2-1","reviewed","ARV1","","H0YEB4-1"
"C9J3V5-1","reviewed","TEX22","C9J3V5-1","F8VX47-1"
"Q9H2C0-1","reviewed","GAN","Q9H2C0-1","A0A0S2Z5G5-1"
"Q9H2C0-1","reviewed","GAN","","A0A3B3ITY2-1"
"Q9BYE0-1","reviewed","HES7","Q9BYE0-1","J3KSH6-1"
"Q9BYE0-1","reviewed","HES7","Q9BYE0-2",""
"O14545-1","reviewed","TRAFD1","O14545-1","F8VVF3-1"
"O14545-1","reviewed","TRAFD1","O14545-2","F8VNX8-1"
"O14545-1","reviewed","TRAFD1","","S4R2Z9-1"
"O14545-1","reviewed","TRAFD1","","F8VWK2-1"
"O14544-1","reviewed","SOCS6","O14544-1","J3KTM7-1"
"O14543-1","reviewed","SOCS3","O14543-1","K7EIF6-1"
"Q9BYE7-1","reviewed","PCGF6","Q9BYE7-1","A0A3B3ISZ4-1"
"Q9BYE7-1","reviewed","PCGF6","Q9BYE7-3",""
"Q9BYE9-1","reviewed","CDHR2","Q9BYE9-1","D6REJ3-1"
"Q8NBW4-1","reviewed","SLC38A9","Q8NBW4-1","D6RER8-1"
"Q8NBW4-1","reviewed","SLC38A9","Q8NBW4-2","D6RG31-1"
"Q8NBW4-1","reviewed","SLC38A9","Q8NBW4-3","D6RE72-1"
"Q8NBW4-1","reviewed","SLC38A9","Q8NBW4-4","D6RHF5-1"
"Q8NBW4-1","reviewed","SLC38A9","","D6R9Q7-1"
"Q8NBW4-1","reviewed","SLC38A9","","D6RIW7-1"
"Q8NBW4-1","reviewed","SLC38A9","","D6RBB9-1"
"Q8NBW4-1","reviewed","SLC38A9","","D6R9X0-1"
"Q8NBW4-1","reviewed","SLC38A9","","E7ESU6-1"
"Q8NBW4-1","reviewed","SLC38A9","","D6RHW0-1"
"Q8NBW4-1","reviewed","SLC38A9","","D6RDH2-1"
"Q8NBW4-1","reviewed","SLC38A9","","B3KVK8-1"
"P47712-1","reviewed","PLA2G4A","P47712-1",""
"P30679-1","reviewed","GNA15","P30679-1","K7EP74-1"
"Q9NYQ6-1","reviewed","CELSR1","Q9NYQ6-1","H0Y7R9-1"
"Q9NYQ6-1","reviewed","CELSR1","Q9NYQ6-2",""
"A0A1W2PQ45-1","unreviewed","","","A0A1W2PQ45-1"
"P45877-1","reviewed","PPIC","P45877-1",""
"P29973-1","reviewed","CNGA1","P29973-2","D6RCF1-1"
"P29973-1","reviewed","CNGA1","P29973-1","D6R978-1"
"P29972-1","reviewed","AQP1","P29972-1","A0A494C115-1"
"P29972-1","reviewed","AQP1","P29972-2","A0A494C1U4-1"
"P29972-1","reviewed","AQP1","P29972-3",""
"P29972-1","reviewed","AQP1","P29972-4",""
"Q9C0B0-1","reviewed","UNK","Q9C0B0-1","K7EMB1-1"
"Q9C0B0-1","reviewed","UNK","","K7EQ93-1"
"Q9C0B0-1","reviewed","UNK","","K7ELF5-1"
"Q9C0B0-1","reviewed","UNK","","K7EIZ1-1"
"Q9C0B0-1","reviewed","UNK","","K7EQJ1-1"
"Q9C0B7-1","reviewed","TANGO6","Q9C0B7-1","J3KT80-1"
"Q9C0B7-1","reviewed","TANGO6","","J3QL82-1"
"Q9C0B6-1","reviewed","BRINP2","Q9C0B6-1",""
"Q9C0B6-1","reviewed","BRINP2","Q9C0B6-2",""
"Q9C0B5-1","reviewed","ZDHHC5","Q9C0B5-1","E9PJ97-1"
"Q9C0B5-1","reviewed","ZDHHC5","Q9C0B5-2","H0YEF4-1"
"Q9C0B5-1","reviewed","ZDHHC5","","E9PMA5-1"
"Q8NGZ3-1","reviewed","OR13G1","Q8NGZ3-1",""
"Q9C0B9-1","reviewed","ZCCHC2","Q9C0B9-1","A0A087WXC7-1"
"Q9C0B9-1","reviewed","ZCCHC2","Q9C0B9-2","K7ESN2-1"
"Q9C0B9-1","reviewed","ZCCHC2","","K7ERQ9-1"
"Q9C0B9-1","reviewed","ZCCHC2","","K7EKB8-1"
"Q8NGZ0-1","reviewed","OR2AJ1","Q8NGZ0-1",""
"Q93091-1","reviewed","RNASE6","Q93091-1",""
"Q93096-1","reviewed","PTP4A1","Q93096-1","A0A0D9SGK2-1"
"Q93096-1","reviewed","PTP4A1","","A0A3B3ISR8-1"
"Q93097-1","reviewed","WNT2B","Q93097-2","Q5TEH8-1"
"Q93097-1","reviewed","WNT2B","Q93097-1",""
"P0DPD8-1","reviewed","EEF1AKMT4-ECE2","P0DPD8-1",""
"P30926-1","reviewed","CHRNB4","P30926-1","H3BU02-1"
"P30926-1","reviewed","CHRNB4","P30926-2",""
"P05090-1","reviewed","APOD","P05090-1","C9JX71-1"
"P05090-1","reviewed","APOD","","C9JF17-1"
"P05090-1","reviewed","APOD","","F8WBT9-1"
"Q7LFX5-1","reviewed","CHST15","Q7LFX5-1","A0A0D9SFZ3-1"
"Q7LFX5-1","reviewed","CHST15","Q7LFX5-2",""
"Q8NGZ4-1","reviewed","OR2G3","Q8NGZ4-1",""
"Q9BZM3-1","reviewed","GSX2","Q9BZM3-1","D6R903-1"
"Q9BZM2-1","reviewed","PLA2G2F","Q9BZM2-1",""
"Q9BZM2-1","reviewed","PLA2G2F","Q9BZM2-2",""
"Q9BZM1-1","reviewed","PLA2G12A","Q9BZM1-1","D6RBP5-1"
"Q9BZM1-1","reviewed","PLA2G12A","","A0A0C4DGC6-1"
"Q9BZM6-1","reviewed","ULBP1","Q9BZM6-1",""
"Q9BZM5-1","reviewed","ULBP2","Q9BZM5-1",""
"Q9BZM4-1","reviewed","ULBP3","Q9BZM4-1",""
"A0PJZ0-1","reviewed","ANKRD20A5P","A0PJZ0-1",""
"A0PJZ3-1","reviewed","GXYLT2","A0PJZ3-1","C9JND4-1"
"A0PJZ3-1","reviewed","GXYLT2","","C9J3Q6-1"
"Q5R387-1","reviewed","PLA2G2C","Q5R387-1","J3KMZ3-1"
"A8K855-1","reviewed","EFCAB7","A8K855-1",""
"A8K855-1","reviewed","EFCAB7","A8K855-2",""
"E5RQL4-1","reviewed","FTCDNL1","E5RQL4-1","H3BMM2-1"
"E5RQL4-1","reviewed","FTCDNL1","","H3BRX2-1"
"E5RQL4-1","reviewed","FTCDNL1","","H3BUS8-1"
"O95838-1","reviewed","GLP2R","O95838-1","I3L0P5-1"
"O95838-1","reviewed","GLP2R","","E9PC86-1"
"O95838-1","reviewed","GLP2R","","H0Y6C2-1"
"O95831-1","reviewed","AIFM1","O95831-1","E9PMA0-1"
"O95831-1","reviewed","AIFM1","O95831-2","E9PRR0-1"
"O95831-1","reviewed","AIFM1","O95831-3","E9PMQ8-1"
"O95831-1","reviewed","AIFM1","O95831-4",""
"O95831-1","reviewed","AIFM1","O95831-5",""
"O95831-1","reviewed","AIFM1","O95831-6",""
"O95832-1","reviewed","CLDN1","O95832-1",""
"O95833-1","reviewed","CLIC3","O95833-1",""
"O95834-1","reviewed","EML2","O95834-2","K7EIK7-1"
"O95834-1","reviewed","EML2","O95834-3","K7EIZ0-1"
"O95834-1","reviewed","EML2","O95834-1","K7EL23-1"
"O95834-1","reviewed","EML2","","K7ERR2-1"
"O95834-1","reviewed","EML2","","K7EQR0-1"
"O95834-1","reviewed","EML2","","C9JRL6-1"
"O95834-1","reviewed","EML2","","K7ELI8-1"
"O95834-1","reviewed","EML2","","K7EII6-1"
"O95834-1","reviewed","EML2","","K7ERY9-1"
"O95834-1","reviewed","EML2","","K7EIM1-1"
"O95834-1","reviewed","EML2","","K7ESL7-1"
"O95834-1","reviewed","EML2","","K7EJV6-1"
"O95834-1","reviewed","EML2","","K7ERR9-1"
"O95834-1","reviewed","EML2","","K7EKU5-1"
"O95834-1","reviewed","EML2","","K7ELB2-1"
"O95834-1","reviewed","EML2","","K7EKG3-1"
"O95834-1","reviewed","EML2","","A0A0C4DGQ7-1"
"O95835-1","reviewed","LATS1","O95835-1","H0YG09-1"
"O95835-1","reviewed","LATS1","O95835-2","Q6PJG3-1"
"Q9P2I0-1","reviewed","CPSF2","Q9P2I0-1","H0YJF4-1"
"Q9P2I0-1","reviewed","CPSF2","","G3V3T7-1"
"Q9P2I0-1","reviewed","CPSF2","","G3V5T3-1"
"P54819-1","reviewed","AK2","P54819-1","G3V213-1"
"P54819-1","reviewed","AK2","P54819-2","F8VY04-1"
"P54819-1","reviewed","AK2","P54819-3","F8VPP1-1"
"P54819-1","reviewed","AK2","P54819-4","F8W1A4-1"
"P54819-1","reviewed","AK2","P54819-5","F8VZG5-1"
"P54819-1","reviewed","AK2","P54819-6",""
"Q15561-1","reviewed","TEAD4","Q15561-1","A0A0A0MRF3-1"
"Q15561-1","reviewed","TEAD4","Q15561-2","H0YFF9-1"
"Q15561-1","reviewed","TEAD4","Q15561-3","H0YG62-1"
"Q15561-1","reviewed","TEAD4","","H0Y7B0-1"
"Q15561-1","reviewed","TEAD4","","H0YFK0-1"
"Q15561-1","reviewed","TEAD4","","Q53GI4-1"
"Q15561-1","reviewed","TEAD4","","H0YGS2-1"
"Q9NRN7-1","reviewed","AASDHPPT","Q9NRN7-1","E9PNF3-1"
"Q9NRN7-1","reviewed","AASDHPPT","Q9NRN7-2","E9PLW6-1"
"Q9NRN5-1","reviewed","OLFML3","Q9NRN5-1","B4DNG0-1"
"Q9NRN5-1","reviewed","OLFML3","Q9NRN5-2",""
"Q9NRN5-1","reviewed","OLFML3","Q9NRN5-3",""
"Q15562-1","reviewed","TEAD2","Q15562-1","M0R1A5-1"
"Q15562-1","reviewed","TEAD2","Q15562-2","M0R290-1"
"Q15562-1","reviewed","TEAD2","Q15562-3",""
"Q15562-1","reviewed","TEAD2","Q15562-4",""
"Q9H3K6-1","reviewed","BOLA2","Q9H3K6-1","H3BPT9-1"
"Q9H3K6-1","reviewed","BOLA2","Q9H3K6-2","H3BV85-1"
"Q9H3K6-1","reviewed","BOLA2","","A0A087WZT3-1"
"A0A0A6YYJ7-1","reviewed","TRAV8-3","A0A0A6YYJ7-1",""
"Q9H3K2-1","reviewed","GHITM","Q9H3K2-1",""
"P98179-1","reviewed","RBM3","P98179-1","Q9H5V0-1"
"P42679-1","reviewed","MATK","P42679-1","K7EKC4-1"
"P42679-1","reviewed","MATK","P42679-2","K7ERY4-1"
"P42679-1","reviewed","MATK","P42679-3","K7EPP2-1"
"P42679-1","reviewed","MATK","","K7ES68-1"
"P42679-1","reviewed","MATK","","K7EQV3-1"
"P42679-1","reviewed","MATK","","K7EQY5-1"
"P42679-1","reviewed","MATK","","K7ENL8-1"
"P42679-1","reviewed","MATK","","K7EKS5-1"
"P98173-1","reviewed","FAM3A","P98173-2","F8WEW8-1"
"P98173-1","reviewed","FAM3A","P98173-3","A6QRH8-1"
"P98173-1","reviewed","FAM3A","P98173-1","Q5HY75-1"
"P98173-1","reviewed","FAM3A","","F8WCK6-1"
"P98173-1","reviewed","FAM3A","","F8WEM7-1"
"P98173-1","reviewed","FAM3A","","D3DWX8-1"
"P98173-1","reviewed","FAM3A","","F8WD39-1"
"P98173-1","reviewed","FAM3A","","F8WB47-1"
"P98173-1","reviewed","FAM3A","","Q9BU27-1"
"P98173-1","reviewed","FAM3A","","A6QRH7-1"
"P98172-1","reviewed","EFNB1","P98172-1",""
"P98171-1","reviewed","ARHGAP4","P98171-1","E9PCM6-1"
"P98171-1","reviewed","ARHGAP4","P98171-2","F8WAR0-1"
"P98171-1","reviewed","ARHGAP4","","E7EQN5-1"
"P98171-1","reviewed","ARHGAP4","","A0A0B4J1X7-1"
"P98171-1","reviewed","ARHGAP4","","H7C2Z8-1"
"P98171-1","reviewed","ARHGAP4","","C9J5M2-1"
"P98171-1","reviewed","ARHGAP4","","H7C3K8-1"
"P98171-1","reviewed","ARHGAP4","","S4R314-1"
"P98171-1","reviewed","ARHGAP4","","H7C120-1"
"P98171-1","reviewed","ARHGAP4","","H7C3G3-1"
"P98171-1","reviewed","ARHGAP4","","C9JLA8-1"
"P98171-1","reviewed","ARHGAP4","","S4R352-1"
"P98170-1","reviewed","XIAP","P98170-1","B1AKU2-1"
"P98170-1","reviewed","XIAP","","B1AKU3-1"
"P98177-1","reviewed","FOXO4","P98177-1",""
"P98177-1","reviewed","FOXO4","P98177-2",""
"P98175-1","reviewed","RBM10","P98175-1",""
"P98175-1","reviewed","RBM10","P98175-2",""
"P98175-1","reviewed","RBM10","P98175-3",""
"P98175-1","reviewed","RBM10","P98175-4",""
"P98175-1","reviewed","RBM10","P98175-5",""
"P98174-1","reviewed","FGD1","P98174-1",""
"Q04760-1","reviewed","GLO1","Q04760-1",""
"Q04760-1","reviewed","GLO1","Q04760-2",""
"Q96F46-1","reviewed","IL17RA","Q96F46-1",""
"Q96F46-1","reviewed","IL17RA","Q96F46-2",""
"P04054-1","reviewed","PLA2G1B","P04054-1","Q9BS22-1"
"P04054-1","reviewed","PLA2G1B","","F8W062-1"
"A0A1B0GW15-1","unreviewed","","","A0A1B0GW15-1"
"P04053-1","reviewed","DNTT","P04053-1",""
"P04053-1","reviewed","DNTT","P04053-2",""
"P53701-1","reviewed","HCCS","P53701-1",""
"P00747-1","reviewed","PLG","P00747-1","A6PVI2-1"
"P00747-1","reviewed","PLG","","Q5TEH5-1"
"P00746-1","reviewed","CFD","P00746-1","K7ERG9-1"
"Q9H900-1","reviewed","ZWILCH","Q9H900-1","H3BPI7-1"
"Q9H900-1","reviewed","ZWILCH","Q9H900-2","H3BSG1-1"
"Q9H900-1","reviewed","ZWILCH","","H3BQ07-1"
"P00742-1","reviewed","F10","P00742-1","B7ZBK1-1"
"P00742-1","reviewed","F10","","Q5JVE8-1"
"P00742-1","reviewed","F10","","F8WBM7-1"
"Q14507-1","reviewed","EDDM3A","Q14507-1",""
"Q12986-1","reviewed","NFX1","Q12986-1",""
"Q12986-1","reviewed","NFX1","Q12986-2",""
"Q12986-1","reviewed","NFX1","Q12986-3",""
"P00749-1","reviewed","PLAU","P00749-1","E7ET40-1"
"P00749-1","reviewed","PLAU","P00749-2","S4R3G7-1"
"P00748-1","reviewed","F12","P00748-1",""
"Q9Y5R2-1","reviewed","MMP24","Q9Y5R2-1",""
"Q86VQ3-1","reviewed","TXNDC2","Q86VQ3-1","J3QSG5-1"
"Q86VQ3-1","reviewed","TXNDC2","Q86VQ3-2","F5H6S7-1"
"Q86VQ3-1","reviewed","TXNDC2","Q86VQ3-3",""
"P12931-1","reviewed","SRC","P12931-1",""
"P12931-1","reviewed","SRC","P12931-2",""
"Q6U736-1","reviewed","OPN5","Q6U736-1","D6RDV4-1"
"Q6U736-1","reviewed","OPN5","","J3KPQ2-1"
"Q9UN86-1","reviewed","G3BP2","Q9UN86-1","D6RBM9-1"
"Q9UN86-1","reviewed","G3BP2","Q9UN86-2","D6RB17-1"
"Q9UN86-1","reviewed","G3BP2","","D6REX8-1"
"Q9UN86-1","reviewed","G3BP2","","D6RBR0-1"
"Q9UN86-1","reviewed","G3BP2","","D6RE13-1"
"Q9UN86-1","reviewed","G3BP2","","D6RGJ4-1"
"Q9UN86-1","reviewed","G3BP2","","D6RAC7-1"
"Q9UN86-1","reviewed","G3BP2","","D6RBW8-1"
"Q9UN86-1","reviewed","G3BP2","","H0YAE3-1"
"Q9UN86-1","reviewed","G3BP2","","D6R9A4-1"
"Q9UN86-1","reviewed","G3BP2","","D6R9X5-1"
"A6NIX2-1","reviewed","WTIP","A6NIX2-1","K7EKM1-1"
"Q9Y5R4-1","reviewed","HEMK1","Q9Y5R4-1","H7C258-1"
"Q9Y5R4-1","reviewed","HEMK1","","F2Z2F0-1"
"Q9Y5R5-1","reviewed","DMRT2","Q9Y5R5-2","A0A0A0MR18-1"
"Q9Y5R5-1","reviewed","DMRT2","Q9Y5R5-3",""
"Q9Y5R5-1","reviewed","DMRT2","Q9Y5R5-1",""
"Q8WWF6-1","reviewed","DNAJB3","Q8WWF6-1",""
"P46977-1","reviewed","STT3A","P46977-2","H0YET6-1"
"P46977-1","reviewed","STT3A","P46977-1","E9PN73-1"
"P46977-1","reviewed","STT3A","","E9PI32-1"
"P46977-1","reviewed","STT3A","","A0A0C4DH80-1"
"Q6ZMT1-1","reviewed","STAC2","Q6ZMT1-1","J3QKZ0-1"
"Q6ZMT1-1","reviewed","STAC2","Q6ZMT1-2",""
"Q6ZMT4-1","reviewed","KDM7A","Q6ZMT4-1","H9KVD6-1"
"Q6ZMT4-1","reviewed","KDM7A","Q6ZMT4-2",""
"O94875-1","reviewed","SORBS2","O94875-11","C9J348-1"
"O94875-1","reviewed","SORBS2","O94875-12","C9JC90-1"
"O94875-1","reviewed","SORBS2","O94875-2","C9JN77-1"
"O94875-1","reviewed","SORBS2","O94875-3","C9J8E3-1"
"O94875-1","reviewed","SORBS2","O94875-4","C9JBR8-1"
"O94875-1","reviewed","SORBS2","O94875-5","C9JZ60-1"
"O94875-1","reviewed","SORBS2","O94875-6","C9J3W4-1"
"O94875-1","reviewed","SORBS2","O94875-7","H7BZK1-1"
"O94875-1","reviewed","SORBS2","O94875-8","C9J620-1"
"O94875-1","reviewed","SORBS2","O94875-9","C9JFS9-1"
"O94875-1","reviewed","SORBS2","O94875-10","C9J372-1"
"O94875-1","reviewed","SORBS2","O94875-1","C9JEA9-1"
"O94875-1","reviewed","SORBS2","","C9JM25-1"
